word,gloss,alternate_words
#all,,
#hs,,
#no,,
(movie/tv) credits,,
main character,,
main idea,,
"main supply-gas,water,electricity",,
maine,a state in New England,"Maine, Pine_Tree_State"
mainframe,(computer science) the part of a computer (a microprocessor chip) that does most of the data processing; the CPU and the memory form the central part of a computer to which the peripherals are attached,"C.P.U., central_processing_unit, central_processor, CPU, mainframe, processor"
mainstay,the forestay that braces the mainmast,mainstay
mainstream,"the prevailing current of thought; ""his thinking was in the American mainstream""",mainstream
maintain,"to keep in a state of good operation by making repairs or preventing damage; ""if you maintain your vehicle, it could last you a decade or more""",maintain
maintenance,"activity involved in maintaining something in good working order; ""he wrote the manual on car care""","care, maintenance, upkeep"
maize,tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times,"corn, Indian_corn, maize, Zea_mays"
majestic,"having or displaying great dignity or nobility; ""a gallant pageant""; ""lofty ships""; ""majestic cities""; ""proud alpine peaks""","gallant, lofty, majestic, proud"
majesty,impressiveness in scale or proportion,"loftiness, majesty, stateliness"
major,"the principal field of study of a student at a university; ""her major is linguistics""",major
major,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain,major
major (field),,
majorities,"the property resulting from being or relating to the greater in number of two parts; the main part; ""the majority of his customers prefer it""; ""the bulk of the work is finished""","bulk, majority"
majority,"the property resulting from being or relating to the greater in number of two parts; the main part; ""the majority of his customers prefer it""; ""the bulk of the work is finished""","bulk, majority"
majority age-the age when a person is legally considered a full adult,,
majority rule,the doctrine that the numerical majority of an organized group can make decisions binding on the whole group,"democracy, majority_rule"
make,"make or cause to be or to become; ""make a mess in one''s office""; ""create a furor""","create, make"
make,"make by combining materials and parts; ""this little pig made his house out of straw""; ""Some eccentric constructed an electric brassiere warmer""","build, construct, make"
make a rod for your own back-act in a way that creates more problems for yourself in the future,,
make advances,playful behavior intended to arouse sexual interest,"coquetry, dalliance, flirt, flirtation, flirting, toying"
make believe,"represent fictitiously, as in a play, or pretend to be or act like; ""She makes like an actress""","make, make_believe, pretend"
make book-take illegal bets on a game,,
make boundary,,
make ear mold,,
make ends meet,,
make fun of,,
make fun of me,,
make it a priority,,
make known,"cause to become widely known; ""spread information""; ""circulate a rumor""; ""broadcast the news""","broadcast, circularise, circularize, circulate, diffuse, disperse, disseminate, distribute, pass_around, propagate, spread"
make monthly payments,,
make my day,,
make no bones about it,,
make out,"kiss, embrace, or fondle with sexual passion; ""The couple were necking in the back seat of the car""","make_out, neck"
make over-appearance,,
make up,cosmetics applied to the face to improve or change your appearance,"make-up, makeup, war_paint"
make up,make up something artificial or untrue,"cook_up, fabricate, invent, make_up, manufacture"
make up,"come up with (an idea, plan, explanation, theory, or priciple) after a mental effort; ""excogitate a way to measure the speed of light""","contrive, devise, excogitate, forge, formulate, innovate, invent"
make your bed,,
make your day,,
make your move,,
makeover,"make new; ""She is remaking her image""","make_over, redo, refashion, remake"
maker,a person who grows or makes or invents things,creator
makes it into,,
makeshift,"done or made using whatever is available; ""crossed the river on improvised bridges""; ""the survivors used jury-rigged fishing gear""; ""the rock served as a makeshift hammer""","improvised, jury-rigged, makeshift"
makeup of a group,,
making a lot of progress,,
making progress,,
maladjusted,"poorly adjusted to demands and stresses of daily living; ""a maladjusted child""",maladjusted
malarkey,,
malawi,a landlocked republic in southern central Africa; achieved independence from the United Kingdom in 1964,"Malawi, Nyasaland, Republic_of_Malawi"
malaysia,a constitutional monarchy in southeastern Asia on Borneo and the Malay Peninsula; achieved independence from the United Kingdom in 1957,"Malaya, Malaysia"
male,"being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation; ""a male infant""; ""a male holly tree""",male
maleness,the properties characteristic of the male sex,"maleness, masculinity"
mali,"a landlocked republic in northwestern Africa; achieved independence from France in 1960; Mali was a center of West African civilization for more than 4,000 years","French_Sudan, Mali, Republic_of_Mali"
malice,the quality of threatening evil,"malevolence, malevolency, malice"
malign,"evil or harmful in nature or influence; ""prompted by malign motives""; ""believed in witches and malign spirits""; ""gave him a malign look""; ""a malign lesion""",malign
malignancies,(medicine) a malignant state; progressive and resistant to treatment and tending to cause death,"malignance, malignancy"
malinger,"avoid responsibilities and duties, e.g., by pretending to be ill","malinger, skulk"
mall,"mercantile establishment consisting of a carefully landscaped complex of shops representing leading merchandisers; usually includes restaurants and a convenient parking area; a modern version of the traditional marketplace; ""a good plaza should have a mov","center, mall, plaza, shopping_center, shopping_centre, shopping_mall"
malodorous,unpleasant-smelling,"malodorous, malodourous"
malpractice,"a wrongful act that the actor had no right to do; improper professional conduct; ""he charged them with electoral malpractices""",malpractice
malta,a strategically located island south of Sicily in the Mediterranean Sea,Malta
mama,informal terms for a mother,"ma, mama, mamma, mammy, mater, mom, momma, mommy, mum, mummy"
mammal,any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,mammal
mammaries,of or relating to the milk-giving gland of the female,mammary
man,"an adult male person (as opposed to a woman); ""there were two women and six men on the bus""","adult_male, gentleman, man"
man,"take charge of a certain job; occupy a certain work place; ""Mr. Smith manned the reception desk in the morning""",man
"man proposes, god disposes",,
man's home is his castle,,
manage,"be in charge of, act on, or dispose of; ""I can deal with this crew of workers""; ""This blender can''t handle nuts""; ""She managed her parents'' affairs after they got too old""","care, deal, handle, manage"
manageability,capable of being managed or controlled,"manageability, manageableness"
manager,someone who controls resources and expenditures,"director, manager, managing_director"
manana,,
mandate,"assign under a mandate; ""mandate a colony""",mandate
mandatory,"required by rule; ""in most schools physical education are compulsory""; ""attendance is mandatory""; ""required reading""","compulsory, mandatory, required"
mane,growth of hair covering the scalp of a human being,"head_of_hair, mane"
maneuver,direct the course; determine the direction of travelling,"channelise, channelize, direct, guide, head, maneuver, manoeuver, manoeuvre, point, steer"
maneuver-army,,
mange,a persistent and contagious disease of the skin causing inflammation and itching and loss of hair; affects domestic animals (and sometimes people),mange
manger,a container (usually in a barn or stable) from which cattle or horses feed,"manger, trough"
mangier,,
mangle,"alter so as to make unrecognizable; ""The tourists murdered the French language""","mangle, murder, mutilate"
mango,large oval smooth-skinned tropical fruit with juicy aromatic pulp and a large hairy seed,mango
manhole,a hole (usually with a flush cover) through which a person can gain access to an underground structure,manhole
manhood,the state of being a man; manly qualities,manhood
maniacal,"wildly disordered; ""a maniacal frenzy""","maniac, maniacal"
manic,"affected with or marked by frenzy or mania uncontrolled by reason; ""a frenzied attack""; ""a frenzied mob""; ""the prosecutor''s frenzied denunciation of the accused""- H.W.Carter; ""outbursts of drunken violence and manic activity and creativity""","frenzied, manic"
manicure,"care for (one''s hand) by cutting and shaping the nails, etc.",manicure
manicurist,a beautician who cleans and trims and polishes the fingernails,manicurist
manifest,"reveal its presence or make an appearance; ""the ghost manifests each year on the same day""",manifest
manifest,"clearly apparent or obvious to the mind or senses; ""the effects of the drought are apparent to anyone who sees the parched fields""; ""evident hostility""; ""manifest disapproval""; ""patent advantages""; ""made his meaning plain""; ""it is plain that he is no reac","apparent, evident, manifest, patent, plain"
manifest (initialized),,
"manifest, reveal, show",,
manifestation,an appearance in bodily form (as of a disembodied spirit),"manifestation, materialisation, materialization"
manipulate,"influence or control shrewdly or deviously; ""He manipulated public opinion in his favor""","manipulate, pull_strings, pull_wires"
mankind,"all of the inhabitants of the earth; ""all the world loves a lover""; ""she always used `humankind'' because `mankind'' seemed to slight the women""","humanity, humankind, humans, human_beings, human_race, man, mankind, world"
manlier,,
manly,possessing qualities befitting a man,"manful, manlike, manly"
manmade,,
manna,(Old Testament) food that God gave the Israelites during the Exodus,"manna, manna_from_heaven, miraculous_food"
mannequin,a life-size dummy used to display clothes,"manakin, manikin, mannequin, mannikin"
manner,"how something is done or how it happens; ""her dignified manner""; ""his rapid manner of talking""; ""their nomadic mode of existence""; ""in the characteristic New York style""; ""a lonely way of life""; ""in an abrasive fashion""","fashion, manner, mode, style, way"
manpower,the force of workers available,"hands, manpower, men, workforce, work_force"
mansion,a large and imposing house,"hall, manse, mansion, mansion_house, residence"
mantis,predacious long-bodied large-eyed insect of warm regions; rests with forelimbs raised as in prayer,"mantid, mantis"
mantissa,the positive fractional part of the representation of a logarithm; in the expression log 643 = 2.808 the mantissa is .808,"fixed-point_part, mantissa"
mantle,hanging cloth used as a blind (especially for a window),"curtain, drape, drapery, mantle, pall"
mantle,the layer of the earth between the crust and the core,mantle
"mantrap,fox,major babe,hotty",,
manual,a small handbook,manual
manual transmission,,
manufacture,"the organized action of making of goods and services for sale; ""American industry is making increased use of computers to control production""","industry, manufacture"
manufacturer,someone who manufactures something,"manufacturer, producer"
manuscript,handwritten book or document,"holograph, manuscript"
many,"a quantifier that can be used with count nouns and is often preceded by `as'' or `too'' or `so'' or `that''; amounting to a large but indefinite number; ""many temptations""; ""the temptations are many""; ""a good many""; ""a great many""; ""many directions""; ""tak",many
many,"to a very great degree or extent; ""we enjoyed ourselves very much""; ""she was very much interested""; ""this would help a great deal""","a_good_deal, a_great_deal, a_lot, much, very_much"
many hands make light work,,
map,a diagrammatic representation of the earth''s surface (or part of it),map
map coordinates,a number that identifies a position relative to an axis,"co-ordinate, coordinate"
map out,"plan, delineate, or arrange in detail; ""map one''s future""","map, map_out"
maple,wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring,maple
mapping,(genetics) the process of locating genes on a chromosome,"chromosome_mapping, mapping"
mar,"make imperfect; ""nothing marred her beauty""","deflower, impair, mar, spoil, vitiate"
marathon,any long and arduous undertaking,"endurance_contest, marathon"
marathoner,someone who participates in long-distance races (especially in marathons),"long-distance_runner, marathoner, marathon_runner, road_runner"
maraud,a sudden short attack,"foray, maraud, raid"
marauder,someone who attacks in search of booty,"marauder, piranha, predator, vulture"
marble,a children''s game played with little balls made of a hard substance (as glass),"marble, marbles"
marbleize,"make something look like marble; ""marbleize the fireplace""","marbleise, marbleize"
march,the month following February and preceding April,"Mar, March"
march,"the act of marching; walking with regular steps (especially in a procession of some kind); ""it was a long march""; ""we heard the sound of marching""","march, marching"
march to the beat of your own drum,,
marcher,fights on foot with small arms,"footslogger, foot_soldier, infantryman, marcher"
mardi gras,the pre-Lenten festival of Shrove Tuesday,"Fat_Tuesday, Mardi_Gras"
mare,female equine animal,"female_horse, mare"
margarin,a spread made chiefly from vegetable oils and used as a substitute for butter,"margarin, margarine, marge, oleo, oleomargarine"
margin,the blank space that surrounds the text on a page,margin
marginalise,"relegate to a lower or outer edge, as of specific groups of people; ""We must not marginalize the poor in our society""","marginalise, marginalize"
marijuana,"the most commonly used illicit drug; considered a soft drug, it consists of the dried leaves of the hemp plant; smoked or chewed for euphoric effect","cannabis, ganja, marihuana, marijuana"
marine,"of or relating to the sea; ""marine explorations""",marine
mariner,a man who serves as a sailor,"gob, Jack, Jack-tar, mariner, old_salt, seafarer, seaman, sea_dog, tar"
marionette,a small figure of a person operated from above with strings by a puppeteer,"marionette, puppet"
marital,"of or relating to the state of marriage; ""marital status""; ""marital fidelity""; ""married bliss""","marital, married, matrimonial"
maritime,"bordering on or living or characteristic of those near the sea; ""a maritime province""; ""maritime farmers""; ""maritime cultures""",maritime
mark,"a written or printed symbol (as for punctuation); ""his answer was just a punctuation mark""",mark
mark,"mark by some ceremony or observation; ""We marked the anniversary of his death""","commemorate, mark"
mark out,"set boundaries to; ""mark out the territory""","mark_off, mark_out"
marker,a writing implement for making a mark,marker
marker,"a class of traffic signs to aid in navigation or alert drivers of dangerous passages; ""we just passed the 101 mile marker"", ""an object marker is used to tell drivers there is an obstruction on or near the road""",marker
market,"the world of commercial activity where goods and services are bought and sold; ""without competition there would be no market""; ""they were driven from the marketplace""","market, marketplace"
marketeer,,
marketplace,"the world of commercial activity where goods and services are bought and sold; ""without competition there would be no market""; ""they were driven from the marketplace""","market, marketplace"
marksman,someone skilled in shooting,"crack_shot, marksman, sharpshooter"
markup,detailed stylistic instructions for typesetting something that is to be printed; manual markup is usually written on the copy (e.g. underlining words that are to be set in italics),markup
marlin,large long-jawed oceanic sport fishes; related to sailfishes and spearfishes; not completely cold-blooded i.e. able to warm their brains and eyes,"marlin, spearfish"
marlton,,
maroon,"leave stranded or isolated withe little hope og rescue; ""the travellers were marooned""","maroon, strand"
marque,a name given to a product or service,"brand, brand_name, marque, trade_name"
marriage,"two people who are married to each other; ""his second marriage was happier than the first""; ""a married couple without love""","man_and_wife, marriage, married_couple"
married,"joined in matrimony; ""a married man""; ""a married couple""",married
marrow,the fatty network of connective tissue that fills the cavities of bones,"bone_marrow, marrow"
marry,take in marriage,"conjoin, espouse, get_hitched_with, get_married, hook_up_with, marry, wed"
marsh,"low-lying wet land with grassy vegetation; usually is a transition zone between land and water; ""thousands of acres of marshland""; ""the fens of eastern England""","fen, fenland, marsh, marshland"
marshal,a law officer having duties similar to those of a sheriff in carrying out the judgments of a court of law,"marshal, marshall"
marshall islands,a group of coral islands in eastern Micronesia,Marshall_Islands
marshmallow,spongy confection made of gelatin and sugar and corn syrup and dusted with powdered sugar,marshmallow
marsupial,mammals of which the females have a pouch (the marsupium) containing the teats where the young are fed and carried,"marsupial, pouched_mammal"
martial,"(of persons) befitting a warrior; ""a military bearing""","martial, soldierlike, soldierly, warriorlike"
martial arts,"any of several Oriental arts of weaponless self-defense; usually practiced as a sport; ""he had a black belt in the martial arts""",martial_art
martian,of or relating to the planet Mars (or its fictional inhabitants),Martian
martinique,an island in the eastern Caribbean in the Windward Islands; administered as an overseas region of France,Martinique
martyr,one who suffers for the sake of principle,"martyr, sufferer"
marvelous,"extraordinarily good; used especially as intensifiers; ""a fantastic trip to the Orient""; ""the film was fantastic!""; ""a howling success""; ""a marvelous collection of rare books""; ""had a rattling conversation about politics""; ""a tremendous achievement""","fantastic, howling, marvellous, marvelous, rattling, terrific, tremendous, wonderful, wondrous"
maryland,a Mid-Atlantic state; one of the original 13 colonies,"Free_State, Maryland, MD, Old_Line_State"
mascara,makeup that is used to darken and thicken the eye lashes,mascara
mascot,a person or animal that is adopted by a team or other group as a symbolic figure,mascot
masculine,a gender that refers chiefly (but not exclusively) to males or to objects classified as male,masculine
mash,"to compress with violence, out of natural shape or condition; ""crush an aluminum can""; ""squeeze a lemon""","crush, mash, squash, squeeze, squelch, squish"
mash up,,
mask,a covering to disguise or conceal the face,mask
masochism,sexual pleasure obtained from receiving punishment (physical or psychological),masochism
masochist,someone who obtains pleasure from receiving punishment,masochist
mason,a member of a widespread secret fraternal order pledged to mutual assistance and brotherly love,"Freemason, Mason"
masque,a party of guests wearing costumes and masks,"mask, masque, masquerade"
mass,the property of a body that causes it to have weight in a gravitational field,mass
mass,"(often followed by `of'') a large number or amount or extent; ""a batch of letters""; ""a deal of trouble""; ""a lot of money""; ""he made a mint on the stock market""; ""it must have cost plenty""","batch, deal, good_deal, great_deal, hatful, heap, lot, mickle, mint, muckle, peck, plenty, quite_a_little, slew, spate, tidy_sum, wad, whole_lot, whole_slew"
mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,Mass
mass (see only),an ill-structured collection of similar things (objects or people),mass
massachusetts,a state in New England; one of the original 13 colonies,"Bay_State, MA, Massachusetts, Old_Colony"
massacre,"kill a large number of people indiscriminately; ""The Hutus massacred the Tutsis in Rwanda""","massacre, mow_down, slaughter"
massage,kneading and rubbing parts of the body to increase circulation and promote relaxation,massage
masseuse,a female massager,masseuse
massif,a block of the earth''s crust bounded by faults and shifted to form peaks of a mountain range,massif
mast,a vertical spar for supporting sails,mast
master,presiding officer of a school,"headmaster, master, schoolmaster"
master cylinder,a cylinder that contains brake fluid that is compressed by a piston,"brake_cylinder, hydraulic_brake_cylinder, master_cylinder"
masterful,"able to deal authoritatively with affairs; ""dismissed the matter with an imperious wave of her hand""","imperious, masterful"
masterpiece,the most outstanding work of a creative artist or craftsman,"chef-d'oeuvre, masterpiece"
masturbate,get sexual gratification through self-stimulation,"fuck_off, jack_off, jerk_off, masturbate, she-bop, wank"
match,"be compatible, similar or consistent; coincide in their characteristics; ""The two stories don''t agree in many details""; ""The handwriting checks with the signature on the check""; ""The suspect''s fingerprints don''t match those on the gun""","agree, check, correspond, gibe, jibe, match, tally"
match,"lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction; ""he always carries matches to light his pipe""","friction_match, lucifer, match"
match,a formal contest in which two or more persons or teams compete,match
match (fire),,
matching,being two identical,"duplicate, matching, twin, twinned"
matchmaker,someone who arranges (or tries to arrange) marriages for others,"marriage_broker, matcher, matchmaker"
mate-officer in navy,,
material,"artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitraqnsparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress""","cloth, fabric, material, textile"
material,"the tangible substance that goes into the makeup of a physical object; ""coal is a hard black material""; ""wheat is the stuff they use to make bread""","material, stuff"
material witness,a witness whose testimony is both relevant to the matter at issue and required in order to resolve the matter,material_witness
materialise,"come into being; become reality; ""Her dream really materialized""","happen, materialise, materialize"
materialism,(philosophy) the philosophical theory that matter is the only reality,"materialism, physicalism"
materialism,a desire for wealth and material possessions with little interest in ethical or spiritual matters,"materialism, philistinism"
materialistic,"conforming to the standards and conventions of the middle class; ""a bourgeois mentality""","bourgeois, conservative, materialistic"
"maternalism, motherly",,
maternity,the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus,"gestation, maternity, pregnancy"
math,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,"math, mathematics, maths"
mathematical probability,,
mathematics,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,"math, mathematics, maths"
matriarch,a female head of a family or tribe,"materfamilias, matriarch"
matrices,,
matriculate,enroll as a student,matriculate
matrix,a rectangular array of elements (or entries) set out by rows and columns,matrix
matron,a woman in charge of nursing in a medical institution,"head_nurse, matron"
matter,"that which has mass and occupies space; ""an atom is the smallest indivisible unit of matter""","matter, substance"
mattress,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed",mattress
maturate,"develop and reach maturity; undergo maturation; ""He matured fast""; ""The child grew fast""","grow, maturate, mature"
mature,"develop and reach maturity; undergo maturation; ""He matured fast""; ""The child grew fast""","grow, maturate, mature"
maudlin,"ridiculous because of excessive emotion, especially sadness that results from drinking too much alcohol; ""the soap opera was criticized for being maudlin and unrealistic,"" ""the bartenders were used to his maudlin outbursts""",maudlin
maul,a heavy long-handled hammer used to drive stakes or wedges,"maul, sledge, sledgehammer"
mauritania,a country in northwestern Africa with a provisional military government; achieved independence from France in 1960; largely western Sahara Desert,"Islamic_Republic_of_Mauritania, Mauritania, Mauritanie, Muritaniya"
mausolea,,
maverick,an unbranded range animal (especially a stray calf); belongs to the first person who puts a brand on it,maverick
maxim,a saying that widely accepted on its own merits,"axiom, maxim"
maximisation,the act of raising to the highest possible point or condition or position,"maximation, maximisation, maximization"
maximum,"the greatest or most complete or best possible; ""maximal expansion""; ""maximum pressure""","maximal, maximum"
may,the month following April and preceding June,May
may i use the restroom,,
maybe,"by chance; ""perhaps she will call tomorrow""; ""we may possibly run into them at the concert""; ""it may peradventure be thought that there never was such a time""","maybe, mayhap, peradventure, perchance, perhaps, possibly"
mayflower compact,,
mayhem,violent and needless disturbance,"havoc, mayhem"
mazao,,
maze,complex system of paths or tunnels in which it is easy to get lost,"labyrinth, maze"
mcdonald's,,
mcdonalds,,
me,used by a speaker to refer to himself or herself as the object of a verb or preposition,me
me have three children,,
me not married,,
me study to be interpreter,,
me twenty years old,,
me/i,,
meagerer,,
meal,the food served and eaten at one time,"meal, repast"
mealiness,,
mealy mouthed,"hesitant to state facts or opinions simply and directly as from e.g. timidity or hypocrisy; ""a mealymouthed politician""","mealy-mouthed, mealymouthed"
mean,"mean or intend to express or convey; ""You never understand what I mean!""; ""what do his words intend?""","intend, mean"
meandering,"of a path e.g.; ""meandering streams""; ""rambling forest paths""; ""the river followed its wandering course""; ""a winding country road""","meandering, rambling, wandering, winding"
meaning,"the message that is intended or expressed or signified; ""what is the meaning of this sentence""; ""the significance of a red traffic light""; ""the signification of Chinese characters""; ""the import of his announcement was ambigtuous""","import, meaning, significance, signification"
meaningful,"having a meaning or purpose; ""a meaningful explanation""; ""a meaningful discussion""; ""a meaningful pause""",meaningful
measles,an acute and highly contagious viral disease marked by distinct red spots followed by a rash; occurs primarily in children,"measles, morbilli, rubeola"
measley,,
measlier,,
measure,"determine the measurements of something or somebody, take measurements of; ""Measure the length of the wall""","measure, measure_out, mensurate"
measure against,,
measure of central tendency,,
measure of variation,,
measure up,prove capable or fit; meet requirements,"measure_up, qualify"
measured in-what units are used,,
meat,the flesh of animals (including fishes and birds and snails) used as food,meat
meat grinder-a destructive action or process,,
"meat, meaty-part of a story",,
meatball,ground meat formed into a ball and fried or simmered in broth,meatball
meatiness,,
meatless,"lacking meat; ""meatless days""",meatless
meatpacker,,
mechanic,someone whose occupation is repairing and maintaining automobiles,"auto-mechanic, automobile_mechanic, car-mechanic, grease_monkey, mechanic"
mechanical,"using (or as if using) mechanisms or tools or devices; ""a mechanical process""; ""his smile was very mechanical""; ""a mechanical toy""",mechanical
mechanical disadvantage,,
mechanise,"make mechanical; ""mechanize the procedure""","mechanise, mechanize"
mechanism,"the atomic process that occurs during a chemical reaction; ""he determined unique mechanisms for the photochemical reactions""","chemical_mechanism, mechanism"
medal,an award for winning a championship or commemorating some other event,"decoration, laurel_wreath, medal, medallion, palm, ribbon"
medalist,(golf) the winner at medal play of a tournament,"medalist, medallist, medal_winner"
meddle,"intrude in other people''s affairs or business; interfere unwantedly; ""Don''t meddle in my affairs!""","meddle, tamper"
meddler,an officious annoying person who interferes with others,meddler
media,,
mediaeval,"as if belonging to the Middle Ages; old-fashioned and unenlightened; ""a medieval attitude toward dating""","gothic, mediaeval, medieval"
medial,relating to or situated in or extending toward the middle,"medial, median"
median,the value below which 50% of the cases fall,"median, median_value"
median of a trapezoid,,
median of a triangle,,
mediator,a negotiator who acts as a link between parties,"go-between, intercessor, intermediary, intermediator, mediator"
medic,a medical practitioner in the armed forces,"medic, medical_officer"
medical,"relating to the study or practice of medicine; ""the medical profession""; ""a medical student""; ""medical school""",medical
medical prescription,,
medicate,"treat medicinally, treat with medicine","medicate, medicine"
medicine,(medicine) something that treats or prevents or alleviates the symptoms of disease,"medicament, medication, medicinal_drug, medicine"
medicine (liquid taken orally),(medicine) something that treats or prevents or alleviates the symptoms of disease,"medicament, medication, medicinal_drug, medicine"
medicine ear drops,,
medicine ointment,,
medicine pills,,
medicine syrup,,
mediocre,"poor to middling in quality; ""there have been good and mediocre and bad artists""",mediocre
meditate,"reflect deeply on a subject; ""I mulled over the events of the afternoon""; ""philosophers have speculated on the question of God for thousands of years""; ""The scientist must stop to observe and start to excogitate""","chew_over, contemplate, excogitate, meditate, mull, mull_over, muse, ponder, reflect, ruminate, speculate, think_over"
meditation,"continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature; ""the habit of meditation is the basis for all real knowledge""","meditation, speculation"
medium,"around the middle of a scale of evaluation of physical measures; ""an orange of average size""; ""intermediate capacity""; ""a plane with intermediate range""; ""medium bombers""","average, intermediate, medium"
medium well,,
medley (swimming),"a collection made of portions of separate elements; ""the concert was a medley of numbers from Broadway musicals"", ""there were a medley of students from several area colleges""",medley
medusa,one of two forms that coelenterates take: is the free-swimming sexual stage in the life cycle of a coelenterate and has a gelatinous umbrella-shaped body and tentacles,medusa
meek,"humble in spirit or manner; suggesting retiring mildness or even cowed submissiveness; ""meek and self-effacing""","meek, mild, modest"
meeker,,
meeow,,
meet,"get to know; get acquainted with; ""I met this really handsome guy at a bar last night!""; ""we met in Singapore""",meet
meet,a meeting at which a number of athletic contests are held,"meet, sports_meeting"
meet her,,
meet me,,
meet people,,
meet you,"get to know; get acquainted with; ""I met this really handsome guy at a bar last night!""; ""we met in Singapore""",meet
meeting,"a formally arranged gathering; ""next year the meeting will be in Chicago""; ""the meeting elected a chairperson""",meeting
meeting,"have a conference in order to talk something over; ""We conferred about a plan of action""","confab, confabulate, confer, consult"
meetinghouse,"a building for religious assembly (especially Nonconformists, e.g., Quakers)","conventicle, meetinghouse"
mega,,
megaphone,a cone-shaped acoustic device held to the mouth to intensify and direct the human voice,megaphone
meiosis,"understatement for rhetorical effect (especially when expressing an affirmative by negating its contrary); ""saying `I was not a little upset'' when you mean `I was very upset'' is an example of litotes""","litotes, meiosis"
melanin,insoluble pigments that account for the color of e.g. skin and scales and feathers,melanin
melbourne,the capital of Victoria state and 2nd largest Australian city; a financial and commercial center,Melbourne
melchizedeck priesthood,,
melee,a noisy riotous fight,"battle_royal, melee, scrimmage"
mellow,"having a full and pleasing flavor through proper aging; ""a mellow port""; ""mellowed fruit""","mellow, mellowed"
mellower,,
melon,any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh,melon
melt off,take off weight,"lose_weight, melt_off, reduce, slenderize, slim, slim_down, thin"
member,"one of the persons who compose a social group (especially individuals who have joined and participates in a group organization); ""only members will be admitted""; ""a member of the faculty""; ""she was introduced to all the members of his family""",member
member of the church,,
membership,"the body of members of an organization or group; ""they polled their membership""; ""they found dissension in their own ranks""; ""he joined the ranks of the unemployed""","membership, rank"
membrane,a thin pliable sheet of material,membrane
memento,a reminder of past events,"memento, souvenir"
memo,a written proposal or reminder,"memo, memoranda, memorandum"
memoir,an account of the author''s personal experiences,memoir
memorial,a recognition of meritorious service,"commemoration, memorial, remembrance"
memorialise,"be or provide a memorial to a person or an event; ""This sculpture commemorates the victims of the concentration camps""; ""We memorialized the Dead""","commemorate, immortalise, immortalize, memorialise, memorialize, record"
memorisation,"learning so as to be able to remember verbatim; ""the actor''s memorization of his lines""","committal_to_memory, memorisation, memorization"
memorization,"learning so as to be able to remember verbatim; ""the actor''s memorization of his lines""","committal_to_memory, memorisation, memorization"
memorize,"commit to memory; learn by heart; ""Have you memorized your lines for the play yet?""","con, learn, memorise, memorize"
memory,"something that is remembered; ""search as he would, the memory was lost""",memory
menace,"pose a threat to; present a danger to; ""The pollution is endangering the crops""","endanger, imperil, jeopardise, jeopardize, menace, peril, threaten"
menagerie,a collection of live animals for study or display,menagerie
mend,"sewing or darning that repairs a worn or torn hole (especially in a garment); ""her stockings had several mends""","darn, mend, patch"
mendicant,a pauper who lives by begging,"beggar, mendicant"
menial,used of unskilled work (especially domestic work),"humble, lowly, menial"
meniscus,a disk of cartilage that serves as a cushion between the ends of bones that meet at a point,meniscus
menopausal,of or relating to the menopause,menopausal
menstruation,"the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause; ""the women were sickly and subject to excessive menstruation""; ""a woman does not take the gout unless her menses be stopped""--Hippocrates; ""the semen begins to","catamenia, flow, menses, menstruation, menstruum, period"
menstruum,"a liquid substance capable of dissolving other substances; ""the solvent does not change its state in forming a solution""","dissolvent, dissolver, dissolving_agent, menstruum, resolvent, solvent"
menswear,,
mental,"involving the mind or an intellectual process; ""mental images of happy times""; ""mental calculations""; ""in a terrible mental state""; ""mental suffering""; ""free from mental defects""",mental
mental breakdown,,
mental breakdown,a mental or physical breakdown,"breakdown, crack-up"
mental institution,a hospital for mentally incompetent or unbalanced person,"asylum, insane_asylum, institution, mental_home, mental_hospital, mental_institution, psychiatric_hospital"
mentalist,,
mentalities,"mental ability; ""he''s got plenty of brains but no common sense""","brain, brainpower, learning_ability, mentality, mental_capacity, wit"
mentally retarded,"people who are mentally retarded; ""he started a school for the mentally retarded""",mentally_retarded
mention,"make reference to; ""His name was mentioned in connection with the invention""","advert, bring_up, cite, mention, name, refer"
mentor,a wise and trusted guide and advisor,"mentor, wise_man"
menu,"a list of dishes available at a restaurant; ""the menu was in French""","bill_of_fare, card, carte, carte_du_jour, menu"
